id,art_style,painting,language,emotion,utterance
28064,Impressionism,pierre-auguste-renoir_vase-of-peonies,chinese,awe,['画中对花瓣的展开用了夸张的表现手法，让人感到惊奇。']
28065,Impressionism,armand-guillaumin_les-ruines-a-crozant-1897,english,contentment,"['The scene looks calm and relaxing, a great place to spend some time alone.', 'The bright orange leaves, and vast nature, are pleasing', 'The oranges and yellows work well together to create a peaceful-looking fall scene.', 'this peaceful scenery of the warm autumn offers a sense of things not dead']"
28066,Mannerism_Late_Renaissance,tintoretto_st-sebastian-1581,arabic,sadness,"['رجل مكتف عاري بدون ملابس الاسهم تخترق جسده', 'يظهر باللوحة رجل عارى الملابس سوى تلك التى تستر عورته مصوب نحوه مجموعة من السهام التى قد اخترقت مناطق من جسده', 'الرجل لديه أشواك تخترق جسده في أماكن كثيرة بشكل مؤلم للغاية', 'تفاصيل توحي بالحزن لشاب يتم تعذيبه و تجريده من ملابسه و قذفه بالاسهم انها تفاصيل توحي بالإهانة و الحزن و الأسى']"
28067,Abstract_Expressionism,joan-mitchell_untitled-1962,arabic,awe,"['الوان متناسره يبدو عليها انها تكون رجل ولكن بنصف راس وبالاسفل مجموعه من العيدان السوداء', 'رسومات فوضويه بعض الشيء ولكنها تشبه الزهور الرسام لم يتقن الرسمه جيدا فقد رسمها بعبثيه']"
28068,Symbolism,nicholas-roerich_himalayas-study-holy-himalayas-1934,arabic,excitement,"['عدد من السلاسل الجبلية المتجاورة ممتدة وسط هالة من اللون الوردي يغطيها حتى قممها', 'طريق جبلي ينظر إلى مجموعة من قمم الجبال الشاهقة و الشديدة الإرتفاع']"
28069,Realism,valentin-serov_monkey-and-the-glasses-1911,arabic,sadness,['رسمه لقرد يبدو على وجهه ملامح الحزن والفقد كان ابنه مات']
28070,Rococo,benjamin-west_mrs-peter-beckford-1797,arabic,contentment,"['الفتاه جالسه علي الكرسي تمارس هوايتها المفضله وهي القرائه', 'تجلس سيدة علي مقعد كبيرة وترتدي ثياب وحجاب أبيض اللون وتمسك كتاب كبير مما يثير الهدوء والسكون']"
28071,Impressionism,claude-monet_the-seine-at-vetheuil-3,chinese,contentment,"['有两个人沉醉一艘小船行驶在湖面上，岸边有很多的树木，不远处的山坡上还有很多的房屋，给人一种十分享受的感觉，让人不由感到满足。', '幽静的河边上行驶着一艘小船，两位船夫正小心翼翼的向回家的方向行驶着，蔚蓝的天空照耀着湖面闪闪发光，让人心生向往。', '有俩个人划着船在湖中飘着，不远处有很多的房屋，岸边还有几棵垂柳，让人不由感到满足。', '宁静的湖面上，一对情侣在湖上划着船，营造了一种浪漫的氛围感。', '湖面上一艘船上有两个人让人感到满足']"
28072,Baroque,mario-nuzzi_a-flower-piece,english,sadness,['Picture is sadness as everything appears to be dying.']
28073,Baroque,rembrandt_self-portrait-with-bittern-1639,arabic,excitement,"['يمسك هذا الشاب بانتصار هذا الطائر الميت من قدمه بعد ان قام باصطياده', 'يظهر رجل عجوز يحمل فى يديها قدمى دجاجه تم ذبحها ويوجد بجواره لوحه خشبيه بها بعض الكلمات']"
28074,Baroque,gabriel-metsu_the-feast-of-the-bean-king-1655,english,contentment,['It looks like a man in a crown is surrounded by a cheerful crowd']
28075,Realism,john-everett-millais_not_detected_236477,arabic,contentment,['الطفل في الصورة تبدو عليه ملامح الأطفال البريئة ولون شعره جميل يشبه أشعة الشمس']
28076,Impressionism,edgar-degas_hortense-valpinson-1870,arabic,contentment,['اختيار رداء لونه ابيض لتجسيد براءة ونقاء الاطفال']
28077,Romanticism,dante-gabriel-rossetti_the-lady-of-pity-la-donna-della-finestra-1870,english,sadness,['The very thing that defines her makes her invisible.']
28078,Symbolism,nicholas-roerich_sunrise-unfinished-1930,chinese,excitement,['落日的余晖洒在山丘上，把山丘染成金色，令人兴奋。']
28079,Color_Field_Painting,theodoros-stamos_delphic-sun-box-2-1968,arabic,contentment,['المربع البرتقالي يوحي بانه زينه لقطعه سيراميك و انه موضوع في المنتصف']
28080,Early_Renaissance,fra-angelico_adoration-of-the-magi-1424,english,disgust,['the man seems to be kissing a womens dirty feet']
28081,Art_Nouveau_Modern,leon-bakst_the-firebird-costume-for-tamara-karsavina-1910,english,awe,"['This is a beautful seasonal costume, I love the uplift of the skirt and flowers', 'A beautiful woman dressed in a red, orange, and green ensemble with outreaching growth.']"
28082,Early_Renaissance,antonello-da-messina_portrait-of-a-young-man-1478,chinese,awe,['有着红色长发的恬静少女美丽到让人惊叹']
28083,High_Renaissance,titian_portrait-of-a-man-munich-1513,arabic,awe,['يرتدى ذلك الرجل ذو الشعر الطويل رداء مصنوع من جلود الحيوانات']
28084,Abstract_Expressionism,helen-frankenthaler_interior-1957,chinese,disgust,"['屋子里的装饰很凌乱，红色墙壁让人厌恶。', '杂乱的颜色和凌乱的线条令人感到厌恶。', '红色棕色等颜色组成的画像，看着很凌乱。', '中间的桌面不平整，是倾斜的，椅子也摇摇欲坠，令人厌恶。', '画面有红色和绿色，棕色等颜色凌乱的交织在一起，没有画面感，让人不喜。']"
28085,Post_Impressionism,edouard-vuillard_the-tuileries-gardens-paris,english,contentment,"['The way the colors have the feeling of blotted paint. Showing2 woman enjoying time together withthe big trees in the background is happiness and calmness', 'the love the contrast of red and greens used to depict a peace female gathering', 'This appears to be an Impressionist-style painting of  two women relaxing at a cafe.', 'the serenity of a women get together', 'The ladies and kids are probably having a very nice day at the park.']"
28086,Minimalism,pierre-soulages_a-walnut-stain-2004,arabic,excitement,['تناسق هذه الألوان يعطي مظهر رائع ومريح للعين']
28087,Naive_Art_Primitivism,maria-primachenko_father-frost-carries-the-new-year-tree-1967,english,excitement,"['The bright colors and smiling faces of the horses bring feelings of joy.', 'The man in the painting reminds me of Santa Clause.', 'The colors are very bright and contrasting and it really draws you in.', 'The multi-color in the horse, and the male so simple.']"
28088,Realism,ivan-shishkin_in-the-fir-forest,english,sadness,['The giant white tree on the ground makes for a rather sad sight to me.']
28089,Post_Impressionism,vincent-van-gogh_pine-trees-near-the-wall-of-the-asylum-1889,english,fear,"['The white lines among the trees and over the building with the blacker shading surrounding it make it seem like there is a fire breaking out.', 'Feels like a horror where something is taking over the world.  Hard to tell what is happening though.']"
28090,Romanticism,francisco-goya_inquisition-scene-1819,english,amusement,['The dunces have to made an example to the rest of the class.']
28091,Baroque,adriaen-van-ostade_landscape,chinese,contentment,"['茂密的枝叶和晴朗的天空相结合让人有种春天的静谧之意', '天空中白云朵朵，地面上也绿意盎然，让人觉得心情舒畅。']"
28092,Romanticism,caspar-david-friedrich_the-sea-of-ice-1824,arabic,excitement,['مجموعه من الصخور والاخشاب في مكان يشبه قاع البحر']
28093,Impressionism,francisc-sirato_still-life-with-vases-and-roses-1920,arabic,contentment,['طاولة صغيرة عليها بعض الأغراض مثل مزهرية فارغة واتنين من ابريق المياه وطبق ومعلقة']
28094,Color_Field_Painting,ronnie-landfield_vivid-spring-1988,english,anger,"[""There is a bit of anger in this piece.  It's like the red is spreading and covering up the other colors on the canvas.""]"
28095,Impressionism,camille-pissarro_eragny-sunset-1890,chinese,fear,['刚收割的麦子还没来得及晾晒，暴风雨马上就要来了，让人感到恐惧。']
28096,Ukiyo_e,utagawa-kuniyoshi_mongaku-doing-penace-at-the-nachi-waterfall,arabic,excitement,"['الرجل يبدو انه يشعر بالحماس الشديد وهو يقوم بفعل شئ ما والالوان زاهيه', 'شخصية ما قوية العضلات و ضخمة للغاية و هناك كلمات مكتوبة باللغة الصينية يبدو أنها اسطورة ما عندهم']"
28097,Baroque,guido-reni_ecce-homo-1640,arabic,sadness,"['قطرات الدماء الساري على رقبة الرجل ونظراته للاعلى توحي لنا بأنه يتألم كثيرا', 'توجد قطرات من الدم على جسم هذا الرجل ويبدو انه قد تعرض الى التعذيب او على وشك الموت', 'يتالم هذا الرجل كانه السيد المسيح ويدعو فوق راسه تاجا من الشوك وتسيل الدماء على جسده', 'رجل متعب الشكل يبدو علي وجهه ملامح التعب والارهاق وعلي رأسه طوق به بعض الأشواك']"
28098,Cubism,pyotr-konchalovsky_still-life-crystal-1916,arabic,amusement,"['اللون الابيض المسيطر على اللوحه والخطوط السوداء ذات الاشكال المختلفه', 'الاناء مع الكوبايات يوحي بانها حفله و سهره لشرب الخمور و المسكرات']"
28099,Rococo,joshua-reynolds_the-infant-samuel-at-prayer,arabic,fear,['طفلة ما في غاية البراءة و الجمال ترتدي الفستان الأبيض الأنيق و جالسة علي ركبتيها و تطلب السماح من أحد و يبدو عليها الخوف الشديد']
28100,Romanticism,sir-lawrence-alma-tadema_in-the-time-of-constantine-1878,chinese,contentment,"['两个人坐着在逗狗，给人一种满足的感觉', '周围的房屋都建造的比较精致，旁边还有很多的树木，有两个人坐在台阶上，正在逗弄着一条狗，给人一种平淡美好的感觉，让人不由感到满足', '两个穿着华丽衣服的短发男子坐在树下，看着很惬意。', '两个人坐在一起逗狗，看着很开心。']"
28101,Realism,arkhip-kuindzhi_fishing-on-the-black-sea-1900,chinese,contentment,"['月亮洒下一片金光，照亮了乌黑的海面，让人感到豁然开朗。', '湖面的一抹亮光让人心情豁然开朗。', '阳光在蓝色的海边上倒映着，使海面泛起金光，水面平静，给人宁静的感觉。', '广阔的天空和平静的水面相映成趣美丽的风景让人感到满足', '夕阳已经悬在半空中了，就像圆盘一般，它照在水面上，河水就浮光跃金，似乎一颗颗神奇的小星星闪闪发光。']"
28102,Realism,james-tissot_a-lady-in-a-black-and-white-dress,english,contentment,"['The red of the blanket creates a bright contrast from the otherwise black and white image, together with the blue in the hat and the yellow', 'A mom that is ready to head outside to buy groceries for her family', ""The woman's relaxed posture and outfit makes her seem homely and attractive.""]"
28103,Symbolism,nicholas-roerich_went-out-1922,chinese,sadness,"['黄色的天空和光秃秃的山峰，令人感到伤感。', '简单的两栋房子，一个人也没有，给人感觉生活很孤寂。']"
28104,Naive_Art_Primitivism,fernando-botero_matador-1,arabic,disgust,['راجل سمين يرتدي ملابس لونه احمر يطير بجانب راسه هيكل عظمي']
28105,Romanticism,francisco-goya_spanish-entertainment-1825,english,disgust,"['The people seem to enjoy the bulls goring others.  The looks of amusement and happiness on the faces of the crowd is sad.', 'This looks like bull baiting, which I despise.']"
28106,Realism,isaac-levitan_house-with-broom-trees,chinese,contentment,"['有一座简单的小平房建立在草地上，边上还有几棵高大的树木，给人一种悠闲美好的感觉。', '蓝天白云与大树小屋融为一体，看着格外和谐。', '一所小小的农房坐落在平野上，近处有几棵高大的树，看起来让人惬意。', '蓝色的天空下有碧绿的大树，还有黄色的房子，风景还是优美。', '大树脚下的房子让人感到很满足。', '粗壮的树木给破旧的房屋增添了几分景色，让人感到满足。', '周围有几座简单的木屋子，边上还有许多的树木，生长的比较高大，让人不由感到满足。']"
28107,Early_Renaissance,carlo-crivelli_saint-anthony-saint-jerome-saint-andrew-1482,chinese,sadness,['图中三位老人表情沉重，每个人手里都拿着各自的物品沉思着，让人感到伤感。']
28108,Expressionism,lucian-freud_after-cezanne-2000,chinese,sadness,['画中三个人都衣不蔽体，坐在单薄的白布上，男人表情凝重，好像感到十分的苦恼，给人落魄潦倒的感觉。']
28109,Expressionism,lovis-corinth_nana-female-nude-1911,chinese,disgust,"['女人坐在凳子上，双臂紧紧夹着乳房，故意的样子让人觉得不知羞耻。', '一名女子袒胸露乳的坐在沙发上，无病呻吟的样子不禁令人感到嫌恶。', '画面上的女人全身赤裸着，丝毫不避讳别人看到自己的身体，让人觉得反感。']"
28110,Cubism,kazimir-malevich_reaper-1912,english,contentment,['Looks like a very simple woman. She is barefoot and her clothes are plain in appearance.']
28111,Art_Nouveau_Modern,boris-kustodiev_village-holiday-autumn-holiday-in-the-village-1914,english,excitement,"['bright colors and animated characters are like an old time dance', 'People of different ethnicities eating and gathering together for a good time, a perfect world']"
28112,Impressionism,eugene-boudin_plougastel-the-ferry-passage-1870,chinese,disgust,['从海上飘来的垃圾让人感到恶心。']
28113,Northern_Renaissance,albrecht-durer_doomsday,english,awe,"['The lone figure in the middle almost appears to be working as a conductor amidst all the other figures beyond.', 'An angel and others are above judging those gathered below.']"
28114,Cubism,pablo-picasso_cat-eating-a-bird-1939,english,awe,"['the animal featured seems to have different charachteristics in one', ""The subject matter may be gruesome, but I really love the tiger's face and enjoy the colors used.""]"
28115,Expressionism,theo-van-doesburg_self-portrait-1906,english,anger,['I feel anger because it feels like the artist is an arrogant know-it-all who is talking down to me.']
28116,Minimalism,john-mccracken_energy-2007,english,sadness,['A dark void in a white space.']
28117,Baroque,alonzo-cano_immaculate-conception-2,chinese,sadness,['女人在向自己的孩子挥手告别，让人感到伤感。']
28118,Romanticism,paul-cezanne_the-fountain-1872,english,contentment,['Neighbors are coming over to visit on a nice day.']
28119,Realism,ivan-shishkin_forest-1869,english,contentment,['This picture is scary because it looks like the tree is falling. It is also very peaceful due to the relaxing grey and white colors.']
28120,Symbolism,mstislav-dobuzhinsky_glassmakers-street-in-vilno-1906-1,arabic,excitement,['الحماس لتذكر المشي في شوارع مثل هذه مع أشخاص أحبهم.']
28121,Romanticism,francisco-goya_francisco-de-cabarrus-1788,arabic,contentment,"['هذا الرجل يرتدي ملابس خضراء جميله للغايه ويبدو انه يمتلك سلطه في البلد', 'رجل يرتدي ثوبا أنيقاً وحذاءاً اسود يظهر في تناسق مع ثيابه']"
28122,Post_Impressionism,maxime-maufra_the-return-of-the-fishing-boats,arabic,fear,"['بحر ومراكب والسماء يوجد بها غيوم كثيرة وعلى وشك ان تمطر', 'السحاب يملئ السماء و يبدو أنها بداية عاصفة و المراكب الشراعية الصغيرة في الماء']"
28123,Art_Nouveau_Modern,leon-bakst_vase-self-portrait-1906,chinese,contentment,"['黄色的小道上站着一位穿着粉色裙子的女子，很是漂亮。', '穿着红色裙子戴着白色帽子的女子，看着很美丽。', '白色的雕塑上有红色的树叶令人满意。', '穿着红色裙子戴着帽子的女子，看着很美丽。']"
28124,Expressionism,konstantinos-parthenis_allegorical-scene-1955,arabic,excitement,['اسرار القوة الحقيقة داخل كل إنسان شخصيات مختلفة']
28125,Art_Nouveau_Modern,ivan-bilibin_illustration-for-the-epic-ilya-muromets-and-nightingale-the-robber-1940(1),arabic,excitement,['حصان يسير وسط غابه عليه خوذه حديديه وسهم اللون الحصان هو الاصفر والخوذه لونها اصفر بها اجزاء برتقاليه كما يتداخل لون الاشجار بين الاخضر والبني والرصاصي']
28126,Expressionism,egon-schiele_sunflowers-1911-1,arabic,contentment,['زهور لونها اصفر واوراق اشجار لونه اخضر ذابلة']
28127,Impressionism,konstantin-korovin_kem-1905,chinese,sadness,"['色彩偏暗，土地贫瘠，有一种荒凉落寞之感', '洪水过后，房屋破损的人们在那里无助地哭泣着。', '凄凉破败的房屋让人感到伤感', '画中主要运用了暗沉的色调，破烂的房子和掉落的木头，给人一种伤感的感觉。']"
28128,Realism,vincent-van-gogh_miners-in-the-snow-winter-1882,arabic,contentment,"['انهم فلاحين يحصدون الارض وشكلهم جميل جدا وأمامهم الكثير من الطيور الطائره', 'يتحاور بعض الرجال و هم يمسكون أدوات العمل و البعض الاخر يباشر عمله']"
28129,Impressionism,konstantin-korovin_at-the-balcony-spanish-women-leonora-and-ampara-1889,english,excitement,['The two women leaning against one another makes for a romantic sight.']
28130,Northern_Renaissance,hans-memling_portrait-of-a-man-holding-a-coin-of-the-emperor-nero-1474,english,contentment,"['The use of the neutral face position and the oin looking back provide interesting depth', 'the artist is very good at recreating life the man almost looks real']"
28131,Realism,vincent-van-gogh_barn-with-moss-covered-roof-1881(1),chinese,fear,['阴沉的色调，破败简陋的房子看起来像鬼屋，让人害怕']
28132,Impressionism,berthe-morisot_the-bath-at-mesnil,arabic,amusement,"['الفتاة الجميلة في البحيرة تقضي وقت جميل رائع', 'امرأة جميلة تنزل البحر و هي تلبس فستان لتستمتع بالوقت و تشعر بالسعادة']"
28133,Mannerism_Late_Renaissance,giorgio-vasari_jesus-christ-in-the-house-of-martha-and-mary,chinese,contentment,"['宴会中人们在交谈着，画面温暖，给人温馨的感觉。', '房屋里楼梯上挤满了人，有人在跳舞，有人在聊天，画面温馨且满足。', '作品场景位于屋内，以聚会为主题，有三四个人在楼梯上嬉戏玩闹，楼下有人在聊天，画面和谐，令人舒服。', '画面中一个酒楼里有人在喝酒探讨，让人感觉很快乐。']"
28134,Realism,aleksey-savrasov_forest-1877,chinese,fear,['山上的泥石流滚滚而下，发出巨大的声音，让人恐惧。']
28135,Baroque,diego-velazquez_the-needlewoman-1643,arabic,contentment,"['إمرأة جميلة ترتدي فستان أسود لها شعر أسود لامع تحيك بعض الملابس ،وتضع حول كتفها شال أبيض لقد شعرت بالرضا عندما نظرت إليها.', 'فتاة برداء أسود تقوم بخياطة قطعة من القماش البيضاء في بيت يمتلئ بالهدوء والسكون', 'حنان الام و غزل الخيوط بحب و الوان اللوحه هادئة و مريحة للعين و الاعصاب', 'فتاه جميله شعرها بني وترتدي ثوب اسود وصدرها مكشوف وتقوم بصناعة بعض الملابس البيضاء']"
28136,Baroque,david-teniers-the-younger_a-view-of-het-sterckshof-near-antwerp-1646,english,awe,['The setting behind the people gives me a relaxed feeling.']
28137,Cubism,joan-miro_the-farm-1922,arabic,contentment,"['حياة أسيوية بسيطة و هناك زرع و حقل', 'شجرة فروعها طويلة في مكان مليء بالتماثيل الفرعونية وبعض المعدات والنباتات الخضراء']"
28138,Realism,horia-bernea_flowers-1978,arabic,awe,"['باقه الورود متعدده الالوان والكرسى الازرق الذى توضع عليه يعطى شعور رائع جدا', 'منظر مذهل و مريح للأعصاب لوحه ملونه بالأزرق و يوجد عليها بعض الزهور و الورود التي تعطي منظر جميل']"
28139,Rococo,william-hogarth_the-prison-1735,arabic,sadness,['التجمع العديد من الناس في الشارع يلتفون حول السيده التي تبدو وكانها تفارق الحياه وتمسك الطفله الصغيره بملابس والدتها خوفا على فقدانها']
28140,Color_Field_Painting,barnett-newman_adam,chinese,fear,"['黑色背景中的大红色长方形给人阴森森的感觉', '黑色的背景前两条红色的赫然其上，给人一种压抑恐惧的感觉', '蓝色调的背景下，出现两条红色的横线，感觉到害怕。']"
28141,Baroque,gabriel-metsu_the-feast-of-the-bean-king-1655,english,amusement,"['The man looks like he is pulling snot out his nose, while a child looks in awe, his wife has had enough']"
28142,Baroque,adriaen-van-ostade_a-man-in-the-window,arabic,amusement,['رجل كهل يبرز من نافذة خشبية وعلى وجهه نظرة استمتاع']
28143,Abstract_Expressionism,sam-francis_untitled-1987(1),arabic,amusement,['ألوان الرسام علي اللوحة البيضاء تتداخل مع بعضهها حيث تبدو كزهور ذات ألوان مزخرفة']
28144,Expressionism,billy-childish_hand-on-face-2000,english,amusement,['This person seems ashamed of their erect penis.']
28145,Early_Renaissance,donatello_equestrian-statue-of-gattamelata-at-padua,chinese,contentment,"['铜铸而成的男子手持兵器跃然马上的像，给人一种勇于进取的满足感', '骑着马的男子风度翩翩，让人感觉到他的帅气。']"
28146,Expressionism,johannes-sveinsson-kjarval_forest-palace-1918,english,fear,"['The blood red of the forest floor is very spooky and forboding', 'The blood red ground and claustrophobic endless trees make this image seem straight out of a horror video game.', 'The red makes me think of blood and the trees almost look like bones', 'The ground is blood red, making this forest scene seem foreboding.', ""It's a darkening forest of trees which makes me wonder what dangers it holds."", 'These are some very dark and creepy woods.', 'The darkness of this forest makes me think of the famed suicide forest.', 'It is dark, and gets daker as one progresses inward, on a blood-stained ground.']"
28147,Impressionism,odilon-redon_the-port-of-morgat-1882,chinese,sadness,['房屋都被河水淹没了让人看着有些伤感']
28148,Romanticism,viktor-vasnetsov_temptation,arabic,fear,"['الثعبان الطويل يدور حول الشجرة الطويلة المثمرة ويقترب من الفتاة الجميلة على الناحية الاخري وحول منه االزهور البيضاء""', 'امراه ترتدي ملابس لونها ابيض وشعرها طويل تطلع يدها على راسها يتدلى من على الشجره ثعبان عملاق خائفه منها']"
28149,Realism,nicholas-roerich_window-with-grate-1896,chinese,contentment,['三只鸟望着窗口，似乎羡慕窗里面的温馨。']
28150,Minimalism,imi-knoebel_weiss-und-schwarz-4-2009,english,contentment,"['The symmetry and simple style makes me content.', 'Yin yang, wax and wane, balanced.']"
28151,Realism,ivan-kramskoy_portrait-of-feodor-petrushevsky-1882,chinese,sadness,"['一位穿着黑色西装，戴着眼镜的白胡子男人忧愁的坐在那儿。', '男人戴着眼镜，胡子拉碴看着前面，仿佛在想着什么心事，面带哀愁，看着令人伤心。']"
28152,Impressionism,eugene-boudin_dordrecht-la-meuse-view-of-swandrecht-1884,chinese,contentment,"['清澈的河面上飘荡着几只帆船的影子，看着很迷人。', '灰暗的天空下，波光粼粼的湖面上有一条红色的船，很是漂亮。', '天上云彩飞扬，船儿扬帆起航，画面美好充实。']"
28153,Impressionism,abdullah-suriosubroto_landscape-of-paddy-field,english,awe,"['certainly looks like a volcano about to rain down terror on a beautiful landscape, terraced farming means there are people around', 'majestic farming landscape with a mountain in the background', 'The erupting volcano in the background makes me feel humbled in the presence of such an extreme phenomenon.']"
28154,Romanticism,camille-corot_pensive-oriental,chinese,contentment,"['女人身穿长裙，靠着矮墙上，让人感到惬意和满足。', '画面中女人微笑着身穿着红色的裙子站在那里，让人觉得很漂亮。', '穿红裙子的女人靠在土坡上，一脸满足之感。']"
28155,Impressionism,adolf-hitler_the-trail-1916,chinese,sadness,"['作品里空旷的地上长着几颗枯树，令人感到伤感。', '图中那一群枯黄的树木站立在这广大的土地上，显得那么的凄凉。', '作品中的小路和没有树叶的枝干让人感觉萧瑟，令人伤感。']"
28156,Naive_Art_Primitivism,niko-pirosmani_giraffe,chinese,awe,['动物身上黑白细节的描写与眼睛的绘画，给人很真实的感觉']
28157,Baroque,rembrandt_beggar-in-a-high-cap-standing-1629,english,disgust,['The drawing seems like a bunch of rough drawings and lazy lines.']
28158,Realism,ivan-kramskoy_christ-in-the-wilderness-1872,english,sadness,"['The colorful image seated in the midst of white, leaves a feeling of overwhelming sadness.', 'looks like Jesus is contemplation in a tranquil environment to resolve injustice from the world.', 'The somber, gray, rocky landscape with the hunched over man seems to have lost all hope. The pink sky seems to represent his better days are behind him.']"
28159,New_Realism,edward-hopper_east-side-interior,english,sadness,"['This has a darkness to it that makes me feel sad.', 'It looks like they are longing to go places they never can.', 'It looks like she is looking out the window hoping to see something but knowing that she never will.']"
28160,Romanticism,karl-bryullov_the-last-day-of-pompeii,arabic,anger,['السماء بها الكثير من الغيوم الحمراء والداكنه والناس يقومون بقتل بعضهم بطريقه بشعه للغايه']
28161,Fauvism,ding-yanyong_vase-with-lemons-1972,chinese,amusement,"['图中简易的画风和有趣的图案让人感到好笑', '陶器的身体圆滚滚的，把手像两个招风耳一样，颜色明亮，非常可爱', '一个罐子上面画着两个小人，看着好笑。', '用黑笔画的茶壶中一个人拿竹竿挑着鱼，显得非常可笑。']"
28162,Baroque,canaletto_venice-viewed-from-the-san-giorgio-maggiore,english,sadness,"['The dark and dreary water overshadows the magnificent setting of Venice, which is overcrowded with ships and boats.', 'Something about the darkness and dinginess of the water and boats just depresses me']"
28163,Impressionism,mary-cassatt_portrait-of-louise-aurora-child-villeboeuf-1902,arabic,amusement,"['الطفله البيضاء الصغيره التى ترتدى القبعه البيضاء والملابس البيضاء', 'طفل صغير جميل يرتدي فستان ابيض وشعره اصفر وناعم مفرود يرتدي قبعه بيضاء كبيره ويضحك']"
28164,Romanticism,william-turner_dort-the-dort-packet-boat-from-rotterdam-bacalmed,arabic,contentment,['المياه هادئة و السماء صافية و تذهب المراكب للصيد']
28165,Fauvism,georges-braque_ship-at-le-havre-1905,arabic,contentment,"['سفينه عملاقه ذات اشرع كبيره مغطاه باللون الأبيض والأحمر ترسو في المياه وبجوارها قارب صغير', 'سماء هادئة بالمياه الساكنة و السفينة الكبيرة المصنوعة جيد', 'بحيره على شاطئ سفن كبيره ومراكب صغيره بها مياه لونها ازرق والسماء بها غيوم لونه ابيض']"
28166,Impressionism,pierre-auguste-renoir_sugar-bowl-1905,chinese,contentment,"['桌子上面摆放了一个盒子，盒子比较精致，看起来十分漂亮，让人不由感到满意。', '蓝色的色彩上有红色的色彩令人满意。']"
28167,Realism,vasily-tropinin_ustim-karmaluk,arabic,amusement,['رجل ضيق ما بين الحاجبين وقصير الشارب والشعر']
28168,Romanticism,john-everett-millais_the-royalist,english,excitement,['The woman appears to be helping another hiding in a tree trunk.']
28169,Impressionism,childe-hassam_fishing,arabic,awe,['يصطاد هؤلاء الأشخاص السمك من البحر في شكل جميل']
28170,Symbolism,gustave-moreau_the-sirens,english,amusement,['Probably related to mythology but really seems funny to me in a way']
28171,Impressionism,edgar-degas_hortense-valpinson-1870,arabic,awe,"['ارى انها سيده جميله ترتدى فستان ابيض مذهل', 'صبى صغير يقف مستندا على منضدة ويأكل الطعام', 'المراه التى ترتدى ثياب بيضاء والخلفيه التى تحتوى على الوان زاهيه ومتناسقه']"
28172,Impressionism,arkhip-kuindzhi_after-a-rain,chinese,sadness,['天空中有很大的乌云，地上有很多的草，十分的茂密，让人不由感到悲伤。']
28173,Early_Renaissance,fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440,arabic,excitement,['ملك عظيم الشان يتحدث إلى راعياه وهم يستمعون له بتركيز واحترام']
28174,Pop_Art,andy-warhol_self-portrait-in-drag-1982-1,chinese,fear,['造型奇异的女人涂着大红色嘴唇狠狠盯向前方，让人害怕。']
28175,Abstract_Expressionism,terry-frost_tree-tree-1989,english,contentment,"['I like all of the shades of green leading to what looks like a smile.  I imagine that it is a smiling monster.', 'I really like how the image is comprised of mainly green tones, since it reminds me of Christmas.', 'The deep colors are soothing and draw my eyes into the paining.']"
28176,Expressionism,frank-auerbach_head-of-julia,english,fear,"['The painting is of fear. The face is terrifying. The colors blended in is scary.', 'The person looks like a hologram almost does not look real.']"
28177,Ukiyo_e,utagawa-toyokuni_kabuki-actors-sanogawa-ichimatsu-ii-as-hayano-kampei-and-osagawa-tsuneyo-as-onoe,arabic,fear,['رجل صيني يحمل علبه هدايا واجري خائفا متلفتا ليرى هل احد يراه ووراءه امراه تنظر بغضب']
28178,Art_Nouveau_Modern,thomas-theodor-heine_simplicissimus-kiss-of-peace-1919,chinese,contentment,['野兽抱着女人啃着，让人感到满足。']
28179,Art_Nouveau_Modern,ivan-bilibin_cover-of-art-of-printing-1900(1),arabic,disgust,['أرى بالصورة سيدات يظهرن على شكل بعض الطيور ويسيرون فى الأرض']
28180,Realism,ivan-kramskoy_portrait-of-feodor-petrushevsky-1882,english,sadness,['This guy looks really worn down in withered from years of something']
28181,Symbolism,j.-e.-h.-macdonald_after-sunset-georgian-bay-1931,chinese,fear,"['扭曲着的蓝色天空，树木被狂风刮过，让人感到不安。', '作品中深蓝色的天空，不规则的云彩，充斥着神秘和恐惧。']"
28182,Impressionism,camille-pissarro_study-for-all-saints-church-upper-norwood-1871,chinese,fear,['树木的阴影与人物的影子有些吓人']
28183,Expressionism,bela-czobel_nude-with-red-turban-1926,chinese,fear,['女人赤身裸体，戴红帽子，神色诡异，让人害怕。']
28184,Post_Impressionism,bela-czobel_street-in-berlin-1920,chinese,contentment,"['繁华的都市里，长长的栏杆高低不一的高楼让人觉得美好繁华。', '蓝色天空，红色的房子，透过窗子，看到繁华的都市，让人感到生活很充实。']"
28185,Post_Impressionism,vincent-van-gogh_sketch-of-a-woman-with-a-baby-in-her-lap-1890,english,awe,"['The woman carefully clutches her baby, protecting it.']"
28186,Realism,ivan-shishkin_herd-of-sheep-on-the-forest-edge,english,contentment,"['The sheeps lounging in the grass makes a tranquil scene.', 'The sheep lying down on the grass make me feel at peace.']"
28187,Expressionism,bui-xuan-phai_cheo,arabic,excitement,['يبدو ان ذلك الرجلان يعزفان معزوفه جميله']
28188,Art_Nouveau_Modern,leon-bakst_russian-peasant-woman-1922,chinese,disgust,['一位人士披着黑色带花的头巾扭着头斜着眼看着前方有些嫌恶']
